Message,Field 1,Value 1,Field 2,Value 2,Field 3,Value 3,Field 4,Value 4,Field 5,Value 5,Field 6,Value 6,Field 9,Value 9
record,timestamp,1092224399,position_lat,467759474,position_long,-916489397.0,distance,3953.01,enhanced_speed,3.574,enhanced_altitude,96.20000000000005,cadence,95.0
record,timestamp,1092224400,position_lat,467759037,position_long,-916489703.0,distance,3957.64,enhanced_speed,3.686,enhanced_altitude,95.0,cadence,95.0
record,timestamp,1092224401,position_lat,467758602,position_long,-916489915.0,distance,3961.93,enhanced_speed,3.779,enhanced_altitude,94.0,cadence,95.0
record,timestamp,1092224402,position_lat,467758243,position_long,-916490173.0,distance,3965.75,enhanced_speed,3.779,enhanced_altitude,92.39999999999998,cadence,95.0
record,timestamp,1092224403,position_lat,467757899,position_long,-916490416.0,distance,3969.4,enhanced_speed,3.77,enhanced_altitude,91.20000000000005,cadence,95.0
record,timestamp,1092224405,position_lat,467757235,position_long,-916490773.0,distance,3976.47,enhanced_speed,3.686,enhanced_altitude,89.60000000000002,cadence,95.0
record,timestamp,1092224406,position_lat,467756904,position_long,-916490927.0,distance,3980.13,enhanced_speed,3.658,enhanced_altitude,88.60000000000002,cadence,95.0
record,timestamp,1092224412,position_lat,467754561,position_long,-916493015.0,distance,4001.83,enhanced_speed,3.555,enhanced_altitude,88.60000000000002,cadence,93.0
record,timestamp,1092224413,distance,4005.39,enhanced_speed,3.555,enhanced_altitude,87.60000000000002,unknown,300,heart_rate,161.0,fractional_cadence,0.5
record,timestamp,1092224415,position_lat,467753251,position_long,-916493873.0,distance,4015.45,enhanced_speed,3.574,enhanced_altitude,84.39999999999998,cadence,93.0
record,timestamp,1092224416,position_lat,467752763,position_long,-916494051.0,distance,4020.14,enhanced_speed,3.574,enhanced_altitude,82.39999999999998,cadence,93.0
record,timestamp,1092224420,position_lat,467751245,position_long,-916495467.0,distance,4037.92,enhanced_speed,3.546,enhanced_altitude,82.39999999999998,cadence,93.0
record,timestamp,1092224425,position_lat,467749669,position_long,-916497689.0,distance,4059.75,enhanced_speed,3.564,enhanced_altitude,82.60000000000002,cadence,93.0
record,timestamp,1092224426,position_lat,467749357,position_long,-916497938.0,distance,4063.15,enhanced_speed,3.564,enhanced_altitude,82.60000000000002,cadence,93.0
lap,timestamp,1092224426,start_time,1092224381,start_position_lat,467766723.0,start_position_long,-916489131.0,end_position_lat,467749669,end_position_long,-916497689.0,total_distance,178.96
record,timestamp,1092224431,position_lat,467747960,position_long,-916499368.0,distance,4079.78,enhanced_speed,3.574,enhanced_altitude,82.79999999999995,cadence,92.0
record,timestamp,1092224432,position_lat,467747623,position_long,-916499515.0,distance,4083.03,enhanced_speed,3.508,enhanced_altitude,82.79999999999995,cadence,90.0
record,timestamp,1092224435,position_lat,467746207,position_long,-916499773.0,distance,4096.11,enhanced_speed,3.191,enhanced_altitude,82.39999999999998,cadence,86.0
record,timestamp,1092224438,position_lat,467745435,position_long,-916499760.0,distance,4103.2,enhanced_speed,3.135,enhanced_altitude,82.79999999999995,cadence,84.0
record,timestamp,1092224447,position_lat,467743069,position_long,-916500446.0,distance,4125.8,enhanced_speed,3.088,enhanced_altitude,83.0,cadence,84.0
record,timestamp,1092224454,position_lat,467740713,position_long,-916500473.0,distance,4147.7,enhanced_speed,3.126,enhanced_altitude,83.20000000000005,cadence,84.0
record,timestamp,1092224457,position_lat,467739724,position_long,-916500469.0,distance,4156.9,enhanced_speed,3.126,enhanced_altitude,83.39999999999998,cadence,85.0
record,timestamp,1092224465,position_lat,467737252,position_long,-916500459.0,distance,4179.7,enhanced_speed,3.107,enhanced_altitude,84.60000000000002,cadence,84.0
record,timestamp,1092224466,position_lat,467736825,position_long,-916500434.0,distance,4183.62,enhanced_speed,3.107,enhanced_altitude,86.79999999999995,cadence,85.0
record,timestamp,1092224470,position_lat,467735249,position_long,-916500425.0,distance,4198.29,enhanced_speed,3.154,enhanced_altitude,89.20000000000005,cadence,84.0
record,timestamp,1092224471,position_lat,467734901,position_long,-916500350.0,distance,4201.57,enhanced_speed,3.191,enhanced_altitude,89.20000000000005,cadence,84.0
lap,timestamp,1092224471,start_time,1092224426,start_position_lat,467749357.0,start_position_long,-916497938.0,end_position_lat,467735249,end_position_long,-916500425.0,total_distance,138.53
record,timestamp,1092224472,position_lat,467734514,position_long,-916500280.0,distance,4205.19,enhanced_speed,3.191,enhanced_altitude,90.60000000000002,cadence,84.0
record,timestamp,1092224473,position_lat,467734075,position_long,-916500210.0,distance,4209.26,enhanced_speed,3.191,enhanced_altitude,93.0,cadence,85.0
record,timestamp,1092224474,position_lat,467733607,position_long,-916500156.0,distance,4213.54,enhanced_speed,3.191,enhanced_altitude,94.79999999999995,cadence,86.0
record,timestamp,1092224477,position_lat,467732470,position_long,-916499515.0,distance,4225.09,enhanced_speed,3.228,enhanced_altitude,97.0,cadence,88.0
record,timestamp,1092224479,position_lat,467731773,position_long,-916498941.0,distance,4232.78,enhanced_speed,3.312,enhanced_altitude,98.0,cadence,90.0
record,timestamp,1092224482,position_lat,467730901,position_long,-916498019.0,distance,4243.28,enhanced_speed,3.387,enhanced_altitude,99.0,cadence,91.0
record,timestamp,1092224484,position_lat,467730274,position_long,-916497335.0,distance,4250.94,enhanced_speed,3.424,enhanced_altitude,100.20000000000005,cadence,91.0
record,timestamp,1092224486,position_lat,467729662,position_long,-916496743.0,distance,4258.04,enhanced_speed,3.415,enhanced_altitude,101.39999999999998,cadence,91.0
record,timestamp,1092224487,position_lat,467729248,position_long,-916496479.0,distance,4262.24,enhanced_speed,3.415,enhanced_altitude,102.79999999999995,cadence,91.0
record,timestamp,1092224489,position_lat,467728453,position_long,-916495968.0,distance,4269.08,enhanced_speed,3.415,enhanced_altitude,102.79999999999995,cadence,91.0
record,timestamp,1092224492,position_lat,467727299,position_long,-916495238.0,distance,4277.43,enhanced_speed,3.396,enhanced_altitude,102.79999999999995,cadence,92.0
record,timestamp,1092224496,position_lat,467725613,position_long,-916494463.0,distance,4294.09,enhanced_speed,3.452,enhanced_altitude,104.39999999999998,cadence,93.0
record,timestamp,1092224497,position_lat,467725077,position_long,-916494209.0,distance,4299.39,enhanced_speed,3.48,enhanced_altitude,105.60000000000002,cadence,93.0
record,timestamp,1092224498,position_lat,467724562,position_long,-916493968.0,distance,4304.48,enhanced_speed,3.527,enhanced_altitude,107.0,cadence,93.0
record,timestamp,1092224503,position_lat,467722052,position_long,-916492984.0,distance,4328.9,enhanced_speed,3.798,enhanced_altitude,107.39999999999998,cadence,92.0
record,timestamp,1092224504,position_lat,467721562,position_long,-916492818.0,distance,4333.6,enhanced_speed,3.807,enhanced_altitude,107.39999999999998,cadence,92.0
record,timestamp,1092224505,position_lat,467721065,position_long,-916492727.0,distance,4338.26,enhanced_speed,3.807,enhanced_altitude,107.39999999999998,cadence,92.0
record,timestamp,1092224506,position_lat,467720613,position_long,-916492683.0,distance,4342.47,enhanced_speed,3.807,enhanced_altitude,107.39999999999998,cadence,92.0
record,timestamp,1092224510,position_lat,467718850,position_long,-916492268.0,distance,4359.18,enhanced_speed,3.303,enhanced_altitude,107.20000000000005,cadence,47.0
record,timestamp,1092224516,position_lat,467716414,position_long,-916491884.0,distance,4382.0,enhanced_speed,3.686,enhanced_altitude,106.79999999999995,cadence,93.0
lap,timestamp,1092224516,start_time,1092224471,start_position_lat,467734901.0,start_position_long,-916500350.0,end_position_lat,467716773,end_position_long,-916491907.0,total_distance,180.37
record,timestamp,1092224517,position_lat,467716018,position_long,-916491901.0,distance,4385.68,enhanced_speed,3.704,enhanced_altitude,106.79999999999995,cadence,93.0
record,timestamp,1092224522,position_lat,467713496,position_long,-916492053.0,distance,4409.21,enhanced_speed,3.872,enhanced_altitude,107.0,cadence,94.0
record,timestamp,1092224524,position_lat,467712705,position_long,-916492373.0,distance,4416.91,enhanced_speed,3.882,enhanced_altitude,106.79999999999995,cadence,86.0
record,timestamp,1092224528,position_lat,467711166,position_long,-916493020.0,distance,4431.8,enhanced_speed,3.667,enhanced_altitude,106.39999999999998,cadence,85.0
record,timestamp,1092224531,position_lat,467710404,position_long,-916493843.0,distance,4441.12,enhanced_speed,3.518,enhanced_altitude,106.39999999999998,cadence,85.0
record,timestamp,1092224539,position_lat,467708760,position_long,-916495784.0,distance,4461.91,enhanced_speed,3.303,enhanced_altitude,106.20000000000005,cadence,85.0
record,timestamp,1092224546,position_lat,467707355,position_long,-916497531.0,distance,4480.11,enhanced_speed,3.247,enhanced_altitude,106.20000000000005,cadence,84.0
record,timestamp,1092224547,position_lat,467707088,position_long,-916497747.0,distance,4483.01,enhanced_speed,3.238,enhanced_altitude,106.20000000000005,cadence,84.0
record,timestamp,1092224552,position_lat,467706055,position_long,-916499019.0,distance,4496.41,enhanced_speed,3.098,enhanced_altitude,106.20000000000005,cadence,84.0
record,timestamp,1092224555,position_lat,467705530,position_long,-916500208.0,distance,4506.31,enhanced_speed,3.098,enhanced_altitude,106.0,cadence,85.0
record,timestamp,1092224561,position_lat,467704855,position_long,-916502834.0,distance,4526.33,enhanced_speed,3.256,enhanced_altitude,106.20000000000005,cadence,84.0
lap,timestamp,1092224561,start_time,1092224516,start_position_lat,467716414.0,start_position_long,-916491884.0,end_position_lat,467704995,end_position_long,-916502365.0,total_distance,144.05
record,timestamp,1092224563,position_lat,467704566,position_long,-916503831.0,distance,4532.84,enhanced_speed,3.256,enhanced_altitude,105.60000000000002,cadence,85.0
record,timestamp,1092224567,position_lat,467703892,position_long,-916505862.0,distance,4544.75,enhanced_speed,3.294,enhanced_altitude,105.20000000000005,cadence,87.0
record,timestamp,1092224570,position_lat,467703022,position_long,-916507527.0,distance,4559.24,enhanced_speed,3.574,enhanced_altitude,106.0,cadence,90.0
record,timestamp,1092224571,position_lat,467702723,position_long,-916508031.0,distance,4563.83,enhanced_speed,3.648,enhanced_altitude,106.20000000000005,cadence,90.0
record,timestamp,1092224572,position_lat,467702431,position_long,-916508521.0,distance,4568.3,enhanced_speed,3.704,enhanced_altitude,106.20000000000005,cadence,92.0
record,timestamp,1092224576,position_lat,467700933,position_long,-916510065.0,distance,4586.22,enhanced_speed,3.91,enhanced_altitude,106.20000000000005,cadence,94.0
record,timestamp,1092224581,position_lat,467698811,position_long,-916511983.0,distance,4610.37,enhanced_speed,4.106,enhanced_altitude,105.60000000000002,cadence,97.0
record,timestamp,1092224583,position_lat,467698039,position_long,-916512730.0,distance,4619.36,enhanced_speed,4.106,enhanced_altitude,105.60000000000002,cadence,98.0
record,timestamp,1092224588,position_lat,467695968,position_long,-916514561.0,distance,4642.77,enhanced_speed,4.264,enhanced_altitude,105.0,cadence,98.0
record,timestamp,1092224590,position_lat,467695132,position_long,-916515229.0,distance,4651.92,enhanced_speed,4.283,enhanced_altitude,105.39999999999998,cadence,97.0
record,timestamp,1092224592,position_lat,467694044,position_long,-916515871.0,distance,4663.05,enhanced_speed,4.283,enhanced_altitude,105.79999999999995,cadence,97.0
record,timestamp,1092224596,position_lat,467692341,position_long,-916517236.0,distance,4681.8,enhanced_speed,4.32,enhanced_altitude,106.0,cadence,96.0
record,timestamp,1092224597,position_lat,467691640,position_long,-916517688.0,distance,4688.96,enhanced_speed,4.32,enhanced_altitude,106.0,cadence,96.0
record,timestamp,1092224602,position_lat,467689882,position_long,-916519735.0,distance,4711.04,enhanced_speed,4.301,enhanced_altitude,105.79999999999995,cadence,94.0
record,timestamp,1092224604,position_lat,467689218,position_long,-916520511.0,distance,4719.38,enhanced_speed,4.255,enhanced_altitude,105.79999999999995,cadence,95.0
record,timestamp,1092224606,position_lat,467688516,position_long,-916521311.0,distance,4728.1,enhanced_speed,4.255,enhanced_altitude,106.0,cadence,95.0
lap,timestamp,1092224606,start_time,1092224561,start_position_lat,467704855.0,start_position_long,-916502834.0,end_position_lat,467688859,end_position_long,-916520908.0,total_distance,201.08
record,timestamp,1092224611,position_lat,467686795,position_long,-916523052.0,distance,4748.49,enhanced_speed,4.096,enhanced_altitude,106.39999999999998,cadence,94.0
record,timestamp,1092224614,position_lat,467685931,position_long,-916523721.0,distance,4757.87,enhanced_speed,3.443,enhanced_altitude,106.20000000000005,cadence,94.0
record,timestamp,1092224617,position_lat,467685029,position_long,-916524132.0,distance,4766.86,enhanced_speed,3.62,enhanced_altitude,105.60000000000002,cadence,85.0
record,timestamp,1092224622,position_lat,467683474,position_long,-916523979.0,distance,4781.42,enhanced_speed,3.49,enhanced_altitude,105.0,cadence,85.0
record,timestamp,1092224627,position_lat,467681876,position_long,-916524036.0,distance,4796.42,enhanced_speed,3.406,enhanced_altitude,104.60000000000002,cadence,84.0
record,timestamp,1092224629,position_lat,467681297,position_long,-916524305.0,distance,4802.15,enhanced_speed,3.368,enhanced_altitude,104.39999999999998,cadence,84.0
record,timestamp,1092224636,position_lat,467679345,position_long,-916525546.0,distance,4822.41,enhanced_speed,3.322,enhanced_altitude,104.0,cadence,87.0
record,timestamp,1092224637,position_lat,467679078,position_long,-916525753.0,distance,4825.31,enhanced_speed,3.34,enhanced_altitude,104.0,cadence,87.0
record,timestamp,1092224638,position_lat,467678582,position_long,-916526239.0,distance,4831.11,enhanced_speed,3.34,enhanced_altitude,104.0,cadence,86.0
record,timestamp,1092224644,position_lat,467677035,position_long,-916527174.0,distance,4846.99,enhanced_speed,3.219,enhanced_altitude,104.0,cadence,86.0
record,timestamp,1092224651,position_lat,467674844,position_long,-916528478.0,distance,4869.5,enhanced_speed,3.331,enhanced_altitude,104.20000000000005,cadence,85.0
lap,timestamp,1092224651,start_time,1092224606,start_position_lat,467688516.0,start_position_long,-916521311.0,end_position_lat,467675193,end_position_long,-916528350.0,total_distance,142.34
record,timestamp,1092224652,position_lat,467674495,position_long,-916528598.0,distance,4872.87,enhanced_speed,3.331,enhanced_altitude,104.0,cadence,85.0
record,timestamp,1092224654,position_lat,467673734,position_long,-916528826.0,distance,4880.14,enhanced_speed,3.331,enhanced_altitude,103.20000000000005,cadence,86.0
record,timestamp,1092224657,position_lat,467672596,position_long,-916529226.0,distance,4891.12,enhanced_speed,3.415,enhanced_altitude,102.20000000000005,cadence,88.0
record,timestamp,1092224659,position_lat,467671894,position_long,-916529664.0,distance,4898.38,enhanced_speed,3.443,enhanced_altitude,100.39999999999998,cadence,89.0
record,timestamp,1092224661,position_lat,467671223,position_long,-916530244.0,distance,4905.93,enhanced_speed,3.48,enhanced_altitude,98.20000000000005,cadence,90.0
record,timestamp,1092224663,position_lat,467670599,position_long,-916531045.0,distance,4914.14,enhanced_speed,3.527,enhanced_altitude,96.0,cadence,91.0
record,timestamp,1092224665,position_lat,467669932,position_long,-916531748.0,distance,4922.17,enhanced_speed,3.564,enhanced_altitude,95.0,cadence,92.0
record,timestamp,1092224667,position_lat,467669187,position_long,-916532269.0,distance,4930.07,enhanced_speed,3.583,enhanced_altitude,94.39999999999998,cadence,93.0
record,timestamp,1092224670,position_lat,467668024,position_long,-916532933.0,distance,4941.94,enhanced_speed,3.63,enhanced_altitude,93.79999999999995,cadence,95.0
record,timestamp,1092224672,position_lat,467667179,position_long,-916533310.0,distance,4950.26,enhanced_speed,3.658,enhanced_altitude,95.60000000000002,cadence,95.0
record,timestamp,1092224674,position_lat,467666380,position_long,-916533654.0,distance,4958.1,enhanced_speed,3.686,enhanced_altitude,95.60000000000002,cadence,96.0
record,timestamp,1092224679,position_lat,467664442,position_long,-916534579.0,distance,4977.34,enhanced_speed,3.723,enhanced_altitude,95.79999999999995,cadence,96.0
record,timestamp,1092224683,position_lat,467662980,position_long,-916534980.0,distance,4991.27,enhanced_speed,3.714,enhanced_altitude,96.60000000000002,cadence,95.0
record,timestamp,1092224685,position_lat,467662214,position_long,-916535202.0,distance,4998.56,enhanced_speed,3.714,enhanced_altitude,96.60000000000002,cadence,95.0
record,timestamp,1092224689,position_lat,467660569,position_long,-916535739.0,distance,5014.38,enhanced_speed,3.723,enhanced_altitude,95.60000000000002,cadence,91.0
record,timestamp,1092224690,position_lat,467660068,position_long,-916535772.0,distance,5019.05,enhanced_speed,3.732,enhanced_altitude,95.39999999999998,cadence,91.0
record,timestamp,1092224691,position_lat,467659609,position_long,-916535824.0,distance,5023.33,enhanced_speed,3.76,enhanced_altitude,95.20000000000005,cadence,91.0
record,timestamp,1092224693,distance,5031.77,enhanced_speed,3.788,enhanced_altitude,94.39999999999998,unknown,100,heart_rate,163.0,fractional_cadence,0.5
record,timestamp,1092224696,position_lat,467657209,position_long,-916535841.0,distance,5043.13,enhanced_speed,3.788,enhanced_altitude,94.20000000000005,cadence,91.0
lap,timestamp,1092224696,start_time,1092224651,start_position_lat,467674844.0,start_position_long,-916528478.0,end_position_lat,467657672,end_position_long,-916535825.0,total_distance,173.21
record,timestamp,1092224699,position_lat,467655983,position_long,-916535925.0,distance,5050.4,enhanced_speed,3.686,enhanced_altitude,93.79999999999995,cadence,0.0
record,timestamp,1092224700,position_lat,467655639,position_long,-916536036.0,distance,5053.7,enhanced_speed,3.686,enhanced_altitude,93.79999999999995,cadence,0.0
record,timestamp,1092224704,position_lat,467654311,position_long,-916536452.0,distance,5066.39,enhanced_speed,3.471,enhanced_altitude,93.20000000000005,cadence,85.0
record,timestamp,1092224706,position_lat,467653678,position_long,-916536715.0,distance,5072.59,enhanced_speed,3.387,enhanced_altitude,93.0,cadence,84.0
record,timestamp,1092224714,position_lat,467651403,position_long,-916537616.0,distance,5093.41,enhanced_speed,3.042,enhanced_altitude,92.79999999999995,cadence,85.0
record,timestamp,1092224722,position_lat,467649053,position_long,-916538262.0,distance,5115.86,enhanced_speed,3.144,enhanced_altitude,92.60000000000002,cadence,84.0
record,timestamp,1092224729,position_lat,467646837,position_long,-916537925.0,distance,5136.82,enhanced_speed,3.182,enhanced_altitude,92.60000000000002,cadence,84.0
record,timestamp,1092224735,position_lat,467644637,position_long,-916537701.0,distance,5157.72,enhanced_speed,3.303,enhanced_altitude,92.39999999999998,cadence,84.0
record,timestamp,1092224736,position_lat,467644242,position_long,-916537840.0,distance,5161.49,enhanced_speed,3.312,enhanced_altitude,92.20000000000005,cadence,84.0
record,timestamp,1092224741,position_lat,467642595,position_long,-916539058.0,distance,5179.14,enhanced_speed,3.368,enhanced_altitude,92.0,cadence,84.0
lap,timestamp,1092224741,start_time,1092224696,start_position_lat,467657209.0,start_position_long,-916535841.0,end_position_lat,467642929,end_position_long,-916538791.0,total_distance,136.12
record,timestamp,1092224747,position_lat,467640347,position_long,-916540454.0,distance,5202.43,enhanced_speed,3.434,enhanced_altitude,91.79999999999995,cadence,89.0
record,timestamp,1092224748,position_lat,467639908,position_long,-916540570.0,distance,5206.59,enhanced_speed,3.462,enhanced_altitude,92.0,cadence,90.0
record,timestamp,1092224752,position_lat,467638062,position_long,-916540897.0,distance,5223.92,enhanced_speed,3.676,enhanced_altitude,92.0,cadence,92.0
record,timestamp,1092224756,position_lat,467636194,position_long,-916540963.0,distance,5241.32,enhanced_speed,3.854,enhanced_altitude,91.79999999999995,cadence,92.0
record,timestamp,1092224761,position_lat,467633799,position_long,-916539726.0,distance,5265.75,enhanced_speed,3.966,enhanced_altitude,91.39999999999998,cadence,94.0
record,timestamp,1092224766,position_lat,467631643,position_long,-916537781.0,distance,5290.24,enhanced_speed,4.152,enhanced_altitude,91.39999999999998,cadence,93.0
record,timestamp,1092224768,position_lat,467630757,position_long,-916537328.0,distance,5299.14,enhanced_speed,4.171,enhanced_altitude,91.60000000000002,cadence,93.0
record,timestamp,1092224771,position_lat,467629403,position_long,-916537487.0,distance,5311.88,enhanced_speed,4.124,enhanced_altitude,91.60000000000002,cadence,94.0
record,timestamp,1092224772,position_lat,467628972,position_long,-916537699.0,distance,5316.17,enhanced_speed,4.124,enhanced_altitude,91.39999999999998,cadence,94.0
record,timestamp,1092224774,position_lat,467628097,position_long,-916538193.0,distance,5325.05,enhanced_speed,4.124,enhanced_altitude,91.20000000000005,cadence,94.0
record,timestamp,1092224779,position_lat,467625925,position_long,-916539161.0,distance,5346.46,enhanced_speed,4.152,enhanced_altitude,90.79999999999995,cadence,96.0
record,timestamp,1092224780,position_lat,467625486,position_long,-916539312.0,distance,5350.69,enhanced_speed,4.161,enhanced_altitude,91.0,cadence,95.0
record,timestamp,1092224785,position_lat,467623346,position_long,-916539924.0,distance,5371.09,enhanced_speed,4.087,enhanced_altitude,91.20000000000005,cadence,92.0
record,timestamp,1092224786,position_lat,467622912,position_long,-916540003.0,distance,5375.17,enhanced_speed,4.078,enhanced_altitude,91.20000000000005,cadence,93.0
lap,timestamp,1092224786,start_time,1092224741,start_position_lat,467642595.0,start_position_long,-916539058.0,end_position_lat,467623346,end_position_long,-916539924.0,total_distance,195.62
record,timestamp,1092224788,position_lat,467622093,position_long,-916540135.0,distance,5382.85,enhanced_speed,4.059,enhanced_altitude,91.20000000000005,cadence,93.0
record,timestamp,1092224789,distance,5382.85,enhanced_altitude,91.20000000000005,unknown,100.0,heart_rate,161,cadence,93.0,unknown,161.0
record,timestamp,1092224792,position_lat,467620706,position_long,-916540312.0,distance,5394.79,enhanced_speed,3.975,enhanced_altitude,91.60000000000002,cadence,93.0
record,timestamp,1092224794,position_lat,467620050,position_long,-916540334.0,distance,5397.91,enhanced_speed,3.77,enhanced_altitude,91.79999999999995,cadence,85.0
record,timestamp,1092224795,position_lat,467619706,position_long,-916540329.0,distance,5401.11,enhanced_speed,3.583,enhanced_altitude,91.79999999999995,cadence,85.0
record,timestamp,1092224801,position_lat,467617905,position_long,-916539573.0,distance,5418.99,enhanced_speed,3.359,enhanced_altitude,91.39999999999998,cadence,84.0
record,timestamp,1092224806,position_lat,467617009,position_long,-916538004.0,distance,5433.37,enhanced_speed,3.34,enhanced_altitude,91.60000000000002,cadence,85.0
record,timestamp,1092224812,position_lat,467616556,position_long,-916535744.0,distance,5450.25,enhanced_speed,3.35,enhanced_altitude,91.39999999999998,cadence,86.0
record,timestamp,1092224818,position_lat,467615829,position_long,-916533419.0,distance,5468.46,enhanced_speed,3.359,enhanced_altitude,91.0,cadence,84.0
record,timestamp,1092224823,position_lat,467614430,position_long,-916532573.0,distance,5483.12,enhanced_speed,3.275,enhanced_altitude,91.0,cadence,85.0
record,timestamp,1092224830,position_lat,467612640,position_long,-916532463.0,distance,5500.0,enhanced_speed,3.126,enhanced_altitude,91.60000000000002,cadence,86.0
record,timestamp,1092224831,position_lat,467612337,position_long,-916532506.0,distance,5502.83,enhanced_speed,3.098,enhanced_altitude,91.39999999999998,cadence,85.0
lap,timestamp,1092224831,start_time,1092224786,start_position_lat,467622912.0,start_position_long,-916540003.0,end_position_lat,467612640,end_position_long,-916532463.0,total_distance,128.91
record,timestamp,1092224837,position_lat,467610223,position_long,-916532658.0,distance,5522.49,enhanced_speed,3.21,enhanced_altitude,91.79999999999995,cadence,87.0
record,timestamp,1092224843,position_lat,467607872,position_long,-916532619.0,distance,5544.34,enhanced_speed,3.378,enhanced_altitude,91.79999999999995,cadence,93.0
record,timestamp,1092224845,position_lat,467606982,position_long,-916532644.0,distance,5552.6,enhanced_speed,3.471,enhanced_altitude,92.0,cadence,93.0
record,timestamp,1092224850,position_lat,467604699,position_long,-916532689.0,distance,5573.88,enhanced_speed,3.592,enhanced_altitude,92.0,cadence,94.0
record,timestamp,1092224852,position_lat,467603708,position_long,-916532715.0,distance,5583.1,enhanced_speed,3.639,enhanced_altitude,92.0,cadence,94.0
record,timestamp,1092224857,position_lat,467601494,position_long,-916532740.0,distance,5603.69,enhanced_speed,3.676,enhanced_altitude,92.0,cadence,94.0
record,timestamp,1092224860,position_lat,467600172,position_long,-916532666.0,distance,5615.98,enhanced_speed,3.686,enhanced_altitude,91.60000000000002,cadence,94.0
record,timestamp,1092224865,position_lat,467597905,position_long,-916532373.0,distance,5637.19,enhanced_speed,3.695,enhanced_altitude,91.39999999999998,cadence,93.0
record,timestamp,1092224866,position_lat,467597506,position_long,-916532382.0,distance,5640.9,enhanced_speed,3.639,enhanced_altitude,91.39999999999998,cadence,93.0
record,timestamp,1092224871,position_lat,467595384,position_long,-916533230.0,distance,5661.69,enhanced_speed,3.648,enhanced_altitude,90.79999999999995,cadence,93.0
record,timestamp,1092224872,distance,5661.69,enhanced_altitude,90.79999999999995,unknown,100.0,heart_rate,163,cadence,93.0,unknown,163.0
record,timestamp,1092224876,position_lat,467593384,position_long,-916534727.0,distance,5673.45,enhanced_speed,3.63,enhanced_altitude,90.79999999999995,cadence,93.0
lap,timestamp,1092224876,start_time,1092224831,start_position_lat,467612337.0,start_position_long,-916532506.0,end_position_lat,467593793,end_position_long,-916534439.0,total_distance,172.82
record,timestamp,1092224880,position_lat,467591790,position_long,-916535811.0,distance,5690.23,enhanced_speed,3.639,enhanced_altitude,91.0,cadence,93.0
record,timestamp,1092224887,position_lat,467589636,position_long,-916537189.0,distance,5712.66,enhanced_speed,3.406,enhanced_altitude,90.60000000000002,cadence,87.0
record,timestamp,1092224893,position_lat,467587661,position_long,-916537928.0,distance,5731.86,enhanced_speed,3.406,enhanced_altitude,90.39999999999998,cadence,83.0
record,timestamp,1092224895,position_lat,467587037,position_long,-916538116.0,distance,5737.83,enhanced_speed,3.35,enhanced_altitude,90.39999999999998,cadence,83.0
record,timestamp,1092224902,position_lat,467584907,position_long,-916539129.0,distance,5758.96,enhanced_speed,3.219,enhanced_altitude,90.60000000000002,cadence,83.0
record,timestamp,1092224903,position_lat,467584598,position_long,-916539239.0,distance,5761.93,enhanced_speed,3.191,enhanced_altitude,90.60000000000002,cadence,83.0
record,timestamp,1092224910,position_lat,467582554,position_long,-916539978.0,distance,5781.72,enhanced_speed,3.042,enhanced_altitude,90.79999999999995,cadence,84.0
record,timestamp,1092224913,position_lat,467581631,position_long,-916540530.0,distance,5791.18,enhanced_speed,3.042,enhanced_altitude,90.79999999999995,cadence,85.0
record,timestamp,1092224918,position_lat,467579367,position_long,-916541545.0,distance,5813.42,enhanced_speed,3.228,enhanced_altitude,90.79999999999995,cadence,86.0
record,timestamp,1092224921,position_lat,467578335,position_long,-916541976.0,distance,5823.51,enhanced_speed,3.275,enhanced_altitude,90.79999999999995,cadence,87.0
lap,timestamp,1092224921,start_time,1092224876,start_position_lat,467593384.0,start_position_long,-916534727.0,end_position_lat,467578697,end_position_long,-916541832.0,total_distance,147.17
record,timestamp,1092224924,position_lat,467577325,position_long,-916542725.0,distance,5834.5,enhanced_speed,3.312,enhanced_altitude,90.79999999999995,cadence,87.0
record,timestamp,1092224928,position_lat,467576300,position_long,-916544635.0,distance,5851.19,enhanced_speed,3.48,enhanced_altitude,91.0,cadence,90.0
record,timestamp,1092224933,position_lat,467575910,position_long,-916547474.0,distance,5872.09,enhanced_speed,3.602,enhanced_altitude,91.60000000000002,cadence,92.0
record,timestamp,1092224934,position_lat,467575854,position_long,-916548022.0,distance,5876.1,enhanced_speed,3.62,enhanced_altitude,92.0,cadence,92.0
record,timestamp,1092224935,position_lat,467575768,position_long,-916548563.0,distance,5880.09,enhanced_speed,3.648,enhanced_altitude,92.60000000000002,cadence,92.0
record,timestamp,1092224940,position_lat,467574971,position_long,-916551115.0,distance,5900.11,enhanced_speed,3.76,enhanced_altitude,93.20000000000005,cadence,94.0
record,timestamp,1092224941,position_lat,467574793,position_long,-916551543.0,distance,5903.62,enhanced_speed,3.76,enhanced_altitude,93.60000000000002,cadence,94.0
record,timestamp,1092224946,position_lat,467574058,position_long,-916553744.0,distance,5920.95,enhanced_speed,3.032,enhanced_altitude,94.39999999999998,cadence,47.0
record,timestamp,1092224950,position_lat,467573520,position_long,-916555791.0,distance,5936.63,enhanced_speed,2.697,enhanced_altitude,94.60000000000002,cadence,47.0
record,timestamp,1092224953,position_lat,467573207,position_long,-916557318.0,distance,5948.06,enhanced_speed,2.547,enhanced_altitude,94.79999999999995,cadence,47.0
