Message,Field 1,Value 1,Field 2,Value 2,Field 3,Value 3,Field 4,Value 4,Field 5,Value 5,Field 6,Value 6,Field 9,Value 9
record,timestamp,1092226041,position_lat,467537070,position_long,-916591769.0,distance,9280.69,enhanced_speed,2.613,enhanced_altitude,91.60000000000002,cadence,85.0
record,timestamp,1092226047,position_lat,467539330,position_long,-916590791.0,distance,9302.89,enhanced_speed,2.725,enhanced_altitude,91.79999999999995,cadence,87.0
record,timestamp,1092226049,position_lat,467539965,position_long,-916590526.0,distance,9308.47,enhanced_speed,2.79,enhanced_altitude,93.20000000000005,cadence,88.0
record,timestamp,1092226051,position_lat,467540857,position_long,-916590082.0,distance,9313.72,enhanced_speed,2.79,enhanced_altitude,93.79999999999995,cadence,90.0
record,timestamp,1092226052,position_lat,467541301,position_long,-916589905.0,distance,9318.03,enhanced_speed,2.865,enhanced_altitude,95.20000000000005,cadence,90.0
record,timestamp,1092226058,position_lat,467543109,position_long,-916589105.0,distance,9335.83,enhanced_speed,2.837,enhanced_altitude,95.39999999999998,cadence,88.0
record,timestamp,1092226061,position_lat,467544076,position_long,-916588712.0,distance,9345.27,enhanced_speed,2.865,enhanced_altitude,93.79999999999995,cadence,87.0
record,timestamp,1092226063,position_lat,467544667,position_long,-916588425.0,distance,9351.16,enhanced_speed,2.902,enhanced_altitude,91.60000000000002,cadence,85.0
record,timestamp,1092226065,position_lat,467545203,position_long,-916588063.0,distance,9356.79,enhanced_speed,2.902,enhanced_altitude,90.0,cadence,86.0
record,timestamp,1092226071,position_lat,467546048,position_long,-916586558.0,distance,9370.51,enhanced_speed,2.781,enhanced_altitude,88.60000000000002,cadence,91.0
record,timestamp,1092226072,position_lat,467546099,position_long,-916586306.0,distance,9372.38,enhanced_speed,2.725,enhanced_altitude,87.39999999999998,cadence,91.0
record,timestamp,1092226075,position_lat,467546729,position_long,-916585377.0,distance,9381.15,enhanced_speed,2.734,enhanced_altitude,86.39999999999998,cadence,89.0
record,timestamp,1092226078,position_lat,467547568,position_long,-916584528.0,distance,9391.06,enhanced_speed,2.753,enhanced_altitude,86.39999999999998,cadence,87.0
record,timestamp,1092226084,position_lat,467549673,position_long,-916582957.0,distance,9413.78,enhanced_speed,2.865,enhanced_altitude,85.60000000000002,cadence,85.0
record,timestamp,1092226085,position_lat,467550017,position_long,-916582703.0,distance,9417.46,enhanced_speed,2.865,enhanced_altitude,85.0,cadence,85.0
record,timestamp,1092226086,position_lat,467550382,position_long,-916582470.0,distance,9421.25,enhanced_speed,2.865,enhanced_altitude,85.39999999999998,cadence,85.0
record,timestamp,1092226089,position_lat,467551585,position_long,-916581857.0,distance,9433.28,enhanced_speed,2.846,enhanced_altitude,86.0,cadence,85.0
record,timestamp,1092226092,position_lat,467552643,position_long,-916581269.0,distance,9444.01,enhanced_speed,2.902,enhanced_altitude,86.20000000000005,cadence,85.0
record,timestamp,1092226094,position_lat,467553365,position_long,-916580946.0,distance,9451.12,enhanced_speed,2.986,enhanced_altitude,87.39999999999998,cadence,85.0
record,timestamp,1092226095,position_lat,467553694,position_long,-916580794.0,distance,9454.37,enhanced_speed,2.986,enhanced_altitude,87.60000000000002,cadence,86.0
record,timestamp,1092226096,position_lat,467554045,position_long,-916580605.0,distance,9457.91,enhanced_speed,2.986,enhanced_altitude,88.39999999999998,cadence,86.0
record,timestamp,1092226098,position_lat,467554740,position_long,-916580227.0,distance,9464.93,enhanced_speed,2.976,enhanced_altitude,89.39999999999998,cadence,87.0
record,timestamp,1092226099,position_lat,467555072,position_long,-916580036.0,distance,9468.32,enhanced_speed,2.967,enhanced_altitude,89.79999999999995,cadence,87.0
record,timestamp,1092226101,position_lat,467555614,position_long,-916579606.0,distance,9474.23,enhanced_speed,2.958,enhanced_altitude,90.39999999999998,cadence,88.0
record,timestamp,1092226104,position_lat,467556372,position_long,-916579044.0,distance,9482.36,enhanced_speed,2.893,enhanced_altitude,92.0,cadence,88.0
record,timestamp,1092226105,position_lat,467556583,position_long,-916578915.0,distance,9484.54,enhanced_speed,2.893,enhanced_altitude,93.39999999999998,cadence,88.0
record,timestamp,1092226106,position_lat,467556782,position_long,-916578659.0,distance,9487.15,enhanced_speed,2.865,enhanced_altitude,93.60000000000002,cadence,88.0
record,timestamp,1092226112,position_lat,467557671,position_long,-916577133.0,distance,9500.99,enhanced_speed,2.678,enhanced_altitude,95.0,cadence,85.0
record,timestamp,1092226119,position_lat,467559449,position_long,-916576016.0,distance,9518.51,enhanced_speed,2.594,enhanced_altitude,95.20000000000005,cadence,83.0
record,timestamp,1092226125,position_lat,467561354,position_long,-916575476.0,distance,9534.11,enhanced_speed,2.697,enhanced_altitude,93.79999999999995,cadence,84.0
record,timestamp,1092226126,position_lat,467561630,position_long,-916575344.0,distance,9536.85,enhanced_speed,2.725,enhanced_altitude,93.39999999999998,cadence,85.0
record,timestamp,1092226129,position_lat,467562430,position_long,-916574686.0,distance,9545.69,enhanced_speed,2.771,enhanced_altitude,92.79999999999995,cadence,84.0
record,timestamp,1092226130,position_lat,467562648,position_long,-916574429.0,distance,9548.44,enhanced_speed,2.781,enhanced_altitude,92.60000000000002,cadence,84.0
record,timestamp,1092226132,position_lat,467563075,position_long,-916573971.0,distance,9553.62,enhanced_speed,2.771,enhanced_altitude,92.0,cadence,84.0
record,timestamp,1092226137,position_lat,467564202,position_long,-916572723.0,distance,9567.47,enhanced_speed,2.725,enhanced_altitude,91.39999999999998,cadence,84.0
record,timestamp,1092226140,position_lat,467565036,position_long,-916572080.0,distance,9576.53,enhanced_speed,2.762,enhanced_altitude,91.20000000000005,cadence,83.0
record,timestamp,1092226147,position_lat,467566753,position_long,-916570170.0,distance,9597.86,enhanced_speed,2.678,enhanced_altitude,90.60000000000002,cadence,87.0
record,timestamp,1092226149,position_lat,467567196,position_long,-916569584.0,distance,9603.76,enhanced_speed,2.725,enhanced_altitude,90.39999999999998,cadence,87.0
record,timestamp,1092226156,position_lat,467568816,position_long,-916567409.0,distance,9625.52,enhanced_speed,2.93,enhanced_altitude,90.0,cadence,85.0
record,timestamp,1092226161,position_lat,467569640,position_long,-916565358.0,distance,9642.23,enhanced_speed,3.004,enhanced_altitude,91.39999999999998,cadence,88.0
record,timestamp,1092226163,position_lat,467569785,position_long,-916564543.0,distance,9648.26,enhanced_speed,3.042,enhanced_altitude,92.0,cadence,89.0
record,timestamp,1092226169,position_lat,467570564,position_long,-916562100.0,distance,9667.23,enhanced_speed,3.042,enhanced_altitude,92.20000000000005,cadence,86.0
lap,timestamp,1092226169,start_time,1092225890,start_position_lat,467539155.0,start_position_long,-916634505.0,end_position_lat,467570564,end_position_long,-916562100.0,total_distance,804.67
record,timestamp,1092226170,position_lat,467570673,position_long,-916561743.0,distance,9669.93,enhanced_speed,3.023,enhanced_altitude,92.20000000000005,cadence,85.0
record,timestamp,1092226175,position_lat,467571437,position_long,-916559855.0,distance,9684.52,enhanced_speed,2.976,enhanced_altitude,92.39999999999998,cadence,84.0
record,timestamp,1092226178,position_lat,467571622,position_long,-916558744.0,distance,9692.76,enhanced_speed,2.948,enhanced_altitude,92.39999999999998,cadence,84.0
record,timestamp,1092226184,position_lat,467572627,position_long,-916556421.0,distance,9711.94,enhanced_speed,2.958,enhanced_altitude,92.79999999999995,cadence,83.0
record,timestamp,1092226186,position_lat,467573137,position_long,-916555621.0,distance,9719.18,enhanced_speed,2.976,enhanced_altitude,94.0,cadence,83.0
record,timestamp,1092226187,position_lat,467573338,position_long,-916555245.0,distance,9722.44,enhanced_speed,2.986,enhanced_altitude,94.39999999999998,cadence,83.0
record,timestamp,1092226194,position_lat,467574606,position_long,-916552714.0,distance,9744.28,enhanced_speed,3.004,enhanced_altitude,94.0,cadence,81.0
record,timestamp,1092226198,position_lat,467575085,position_long,-916551243.0,distance,9753.28,enhanced_speed,2.995,enhanced_altitude,95.0,cadence,81.0
record,timestamp,1092226201,position_lat,467575261,position_long,-916549946.0,distance,9759.77,enhanced_speed,3.004,enhanced_altitude,96.39999999999998,cadence,82.0
record,timestamp,1092226202,position_lat,467575293,position_long,-916549525.0,distance,9762.84,enhanced_speed,3.014,enhanced_altitude,96.39999999999998,cadence,82.0
record,timestamp,1092226208,position_lat,467575358,position_long,-916546697.0,distance,9783.31,enhanced_speed,3.032,enhanced_altitude,97.39999999999998,cadence,82.0
record,timestamp,1092226210,position_lat,467575496,position_long,-916545759.0,distance,9790.22,enhanced_speed,3.042,enhanced_altitude,97.79999999999995,cadence,82.0
record,timestamp,1092226217,position_lat,467576884,position_long,-916543055.0,distance,9815.27,enhanced_speed,3.06,enhanced_altitude,100.0,cadence,82.0
record,timestamp,1092226219,position_lat,467577689,position_long,-916542593.0,distance,9823.47,enhanced_speed,3.126,enhanced_altitude,100.60000000000002,cadence,83.0
record,timestamp,1092226220,position_lat,467578223,position_long,-916542346.0,distance,9828.76,enhanced_speed,3.294,enhanced_altitude,101.60000000000002,cadence,83.0
record,timestamp,1092226222,position_lat,467579077,position_long,-916541907.0,distance,9837.31,enhanced_speed,3.415,enhanced_altitude,102.79999999999995,cadence,83.0
record,timestamp,1092226223,position_lat,467579437,position_long,-916541715.0,distance,9840.93,enhanced_speed,3.34,enhanced_altitude,103.39999999999998,cadence,83.0
record,timestamp,1092226224,position_lat,467579799,position_long,-916541548.0,distance,9844.51,enhanced_speed,3.312,enhanced_altitude,103.79999999999995,cadence,83.0
record,timestamp,1092226226,position_lat,467580548,position_long,-916541183.0,distance,9851.96,enhanced_speed,3.275,enhanced_altitude,105.60000000000002,cadence,83.0
record,timestamp,1092226230,position_lat,467581864,position_long,-916540524.0,distance,9865.08,enhanced_speed,3.2,enhanced_altitude,107.39999999999998,heart_rate,159.0
record,timestamp,1092226232,position_lat,467582589,position_long,-916540197.0,distance,9872.22,enhanced_speed,3.21,enhanced_altitude,108.0,heart_rate,159.0
record,timestamp,1092226234,position_lat,467583324,position_long,-916539806.0,distance,9879.62,enhanced_speed,3.266,enhanced_altitude,108.60000000000002,heart_rate,158.0
record,timestamp,1092226236,position_lat,467584033,position_long,-916539414.0,distance,9886.8,enhanced_speed,3.303,enhanced_altitude,109.79999999999995,heart_rate,156.0
record,timestamp,1092226239,position_lat,467585113,position_long,-916538822.0,distance,9897.71,enhanced_speed,3.368,enhanced_altitude,111.39999999999998,heart_rate,154.0
record,timestamp,1092226240,position_lat,467585464,position_long,-916538637.0,distance,9901.24,enhanced_speed,3.378,enhanced_altitude,111.79999999999995,heart_rate,156.0
record,timestamp,1092226242,position_lat,467586131,position_long,-916538312.0,distance,9907.88,enhanced_speed,3.396,enhanced_altitude,112.60000000000002,heart_rate,154.0
record,timestamp,1092226245,position_lat,467587132,position_long,-916537806.0,distance,9917.87,enhanced_speed,3.396,enhanced_altitude,112.39999999999998,heart_rate,151.0
record,timestamp,1092226247,position_lat,467587678,position_long,-916537552.0,distance,9923.28,enhanced_speed,3.2,enhanced_altitude,112.0,heart_rate,149.0
record,timestamp,1092226253,position_lat,467589669,position_long,-916536460.0,distance,9943.42,enhanced_speed,3.406,enhanced_altitude,113.20000000000005,heart_rate,150.0
record,timestamp,1092226254,position_lat,467589956,position_long,-916536293.0,distance,9946.35,enhanced_speed,3.424,enhanced_altitude,113.39999999999998,heart_rate,148.0
record,timestamp,1092226256,position_lat,467590570,position_long,-916535843.0,distance,9952.93,enhanced_speed,3.452,enhanced_altitude,113.79999999999995,heart_rate,148.0
record,timestamp,1092226258,position_lat,467591152,position_long,-916535444.0,distance,9959.06,enhanced_speed,3.462,enhanced_altitude,114.79999999999995,heart_rate,149.0
record,timestamp,1092226261,position_lat,467591996,position_long,-916534952.0,distance,9967.68,enhanced_speed,3.424,enhanced_altitude,115.79999999999995,heart_rate,151.0
record,timestamp,1092226266,position_lat,467593699,position_long,-916534278.0,distance,9981.47,enhanced_speed,3.462,enhanced_altitude,116.0,heart_rate,154.0
record,timestamp,1092226268,position_lat,467594308,position_long,-916533903.0,distance,9987.75,enhanced_speed,3.443,enhanced_altitude,116.0,heart_rate,154.0
record,timestamp,1092226269,position_lat,467594597,position_long,-916533766.0,distance,9990.61,enhanced_speed,3.434,enhanced_altitude,115.60000000000002,heart_rate,157.0
record,timestamp,1092226272,position_lat,467595557,position_long,-916533381.0,distance,9999.97,enhanced_speed,3.368,enhanced_altitude,114.79999999999995,heart_rate,158.0
record,timestamp,1092226274,position_lat,467596125,position_long,-916533192.0,distance,10005.43,enhanced_speed,3.34,enhanced_altitude,114.20000000000005,heart_rate,157.0
record,timestamp,1092226275,position_lat,467596366,position_long,-916533154.0,distance,10007.69,enhanced_speed,3.312,enhanced_altitude,113.79999999999995,heart_rate,157.0
record,timestamp,1092226276,position_lat,467596640,position_long,-916533107.0,distance,10010.26,enhanced_speed,3.266,enhanced_altitude,112.60000000000002,heart_rate,159.0
record,timestamp,1092226277,position_lat,467596938,position_long,-916532994.0,distance,10013.14,enhanced_speed,3.238,enhanced_altitude,111.0,heart_rate,158.0
record,timestamp,1092226278,position_lat,467597262,position_long,-916532930.0,distance,10016.2,enhanced_speed,3.219,enhanced_altitude,109.79999999999995,heart_rate,158.0
record,timestamp,1092226280,position_lat,467598009,position_long,-916532874.0,distance,10023.15,enhanced_speed,3.228,enhanced_altitude,109.0,heart_rate,158.0
record,timestamp,1092226282,position_lat,467598615,position_long,-916532841.0,distance,10028.79,enhanced_speed,3.238,enhanced_altitude,108.20000000000005,heart_rate,159.0
record,timestamp,1092226284,position_lat,467599180,position_long,-916532786.0,distance,10034.06,enhanced_speed,3.163,enhanced_altitude,107.20000000000005,heart_rate,159.0
record,timestamp,1092226285,position_lat,467599484,position_long,-916532744.0,distance,10036.91,enhanced_speed,3.144,enhanced_altitude,106.20000000000005,heart_rate,157.0
record,timestamp,1092226286,position_lat,467599768,position_long,-916532741.0,distance,10039.54,enhanced_speed,3.135,enhanced_altitude,105.79999999999995,heart_rate,157.0
record,timestamp,1092226287,position_lat,467600034,position_long,-916532740.0,distance,10042.01,enhanced_speed,3.107,enhanced_altitude,105.0,heart_rate,158.0
record,timestamp,1092226294,position_lat,467602178,position_long,-916532566.0,distance,10062.0,enhanced_speed,2.939,enhanced_altitude,105.79999999999995,cadence,87.0
record,timestamp,1092226295,position_lat,467602473,position_long,-916532505.0,distance,10064.77,enhanced_speed,2.939,enhanced_altitude,107.79999999999995,cadence,88.0
record,timestamp,1092226299,position_lat,467603631,position_long,-916532278.0,distance,10075.71,enhanced_speed,3.004,enhanced_altitude,108.79999999999995,cadence,85.0
record,timestamp,1092226300,position_lat,467603896,position_long,-916532269.0,distance,10078.18,enhanced_speed,3.004,enhanced_altitude,109.0,cadence,85.0
record,timestamp,1092226301,position_lat,467604148,position_long,-916532251.0,distance,10080.53,enhanced_speed,2.976,enhanced_altitude,109.20000000000005,cadence,85.0
record,timestamp,1092226305,position_lat,467605437,position_long,-916532219.0,distance,10092.47,enhanced_speed,2.948,enhanced_altitude,109.79999999999995,cadence,83.0
record,timestamp,1092226306,position_lat,467605749,position_long,-916532254.0,distance,10095.34,enhanced_speed,2.948,enhanced_altitude,110.0,cadence,83.0
record,timestamp,1092226310,position_lat,467606929,position_long,-916532289.0,distance,10106.27,enhanced_speed,2.939,enhanced_altitude,110.20000000000005,cadence,83.0
record,timestamp,1092226316,position_lat,467608843,position_long,-916532070.0,distance,10124.15,enhanced_speed,2.948,enhanced_altitude,110.60000000000002,cadence,83.0
record,timestamp,1092226317,position_lat,467609147,position_long,-916532088.0,distance,10126.98,enhanced_speed,2.948,enhanced_altitude,110.39999999999998,cadence,83.0
record,timestamp,1092226320,position_lat,467610132,position_long,-916531983.0,distance,10136.11,enhanced_speed,2.939,enhanced_altitude,108.60000000000002,cadence,83.0
record,timestamp,1092226322,position_lat,467610792,position_long,-916531884.0,distance,10142.29,enhanced_speed,2.948,enhanced_altitude,107.20000000000005,cadence,83.0
record,timestamp,1092226324,position_lat,467611377,position_long,-916531934.0,distance,10147.71,enhanced_speed,2.939,enhanced_altitude,107.20000000000005,cadence,83.0
record,timestamp,1092226325,distance,10147.71,enhanced_altitude,107.0,unknown,300.0,heart_rate,159,cadence,83.0,unknown,159.0
record,timestamp,1092226333,position_lat,467614255,position_long,-916532276.0,distance,10168.72,enhanced_speed,2.921,enhanced_altitude,109.20000000000005,cadence,84.0
record,timestamp,1092226334,position_lat,467614511,position_long,-916532436.0,distance,10171.35,enhanced_speed,2.921,enhanced_altitude,109.39999999999998,cadence,85.0
record,timestamp,1092226335,position_lat,467614802,position_long,-916532628.0,distance,10174.39,enhanced_speed,2.911,enhanced_altitude,110.60000000000002,cadence,85.0
record,timestamp,1092226337,position_lat,467615191,position_long,-916533269.0,distance,10180.32,enhanced_speed,2.911,enhanced_altitude,112.20000000000005,cadence,85.0
record,timestamp,1092226338,position_lat,467615362,position_long,-916533600.0,distance,10183.2,enhanced_speed,2.911,enhanced_altitude,113.39999999999998,cadence,85.0
record,timestamp,1092226340,position_lat,467615713,position_long,-916534434.0,distance,10190.06,enhanced_speed,2.921,enhanced_altitude,116.0,cadence,85.0
record,timestamp,1092226342,position_lat,467616056,position_long,-916535309.0,distance,10197.13,enhanced_speed,2.939,enhanced_altitude,117.20000000000005,cadence,86.0
record,timestamp,1092226346,position_lat,467616550,position_long,-916537091.0,distance,10210.84,enhanced_speed,2.967,enhanced_altitude,118.39999999999998,cadence,86.0
record,timestamp,1092226347,position_lat,467616719,position_long,-916537522.0,distance,10214.25,enhanced_speed,2.976,enhanced_altitude,119.79999999999995,cadence,86.0
record,timestamp,1092226348,position_lat,467616962,position_long,-916537917.0,distance,10217.78,enhanced_speed,2.986,enhanced_altitude,120.60000000000002,cadence,86.0
record,timestamp,1092226349,position_lat,467617185,position_long,-916538340.0,distance,10221.46,enhanced_speed,3.014,enhanced_altitude,121.39999999999998,cadence,85.0
record,timestamp,1092226350,position_lat,467617413,position_long,-916538706.0,distance,10224.85,enhanced_speed,3.042,enhanced_altitude,121.60000000000002,cadence,85.0
record,timestamp,1092226351,position_lat,467617746,position_long,-916539000.0,distance,10228.61,enhanced_speed,3.07,enhanced_altitude,122.60000000000002,cadence,85.0
record,timestamp,1092226353,position_lat,467618507,position_long,-916539437.0,distance,10236.39,enhanced_speed,3.135,enhanced_altitude,123.79999999999995,cadence,85.0
record,timestamp,1092226359,position_lat,467620764,position_long,-916539943.0,distance,10257.82,enhanced_speed,3.182,enhanced_altitude,123.20000000000005,cadence,86.0
record,timestamp,1092226362,position_lat,467621815,position_long,-916540074.0,distance,10267.5,enhanced_speed,3.172,enhanced_altitude,125.20000000000005,cadence,85.0
record,timestamp,1092226366,position_lat,467623275,position_long,-916540103.0,distance,10281.05,enhanced_speed,3.2,enhanced_altitude,124.20000000000005,cadence,84.0
record,timestamp,1092226371,position_lat,467625002,position_long,-916539953.0,distance,10297.18,enhanced_speed,3.182,enhanced_altitude,123.79999999999995,cadence,84.0
record,timestamp,1092226374,position_lat,467626115,position_long,-916539741.0,distance,10307.62,enhanced_speed,3.247,enhanced_altitude,125.20000000000005,cadence,83.0
record,timestamp,1092226377,position_lat,467627270,position_long,-916539432.0,distance,10318.6,enhanced_speed,3.35,enhanced_altitude,126.39999999999998,cadence,83.0
record,timestamp,1092226378,position_lat,467627592,position_long,-916539361.0,distance,10321.63,enhanced_speed,3.368,enhanced_altitude,127.20000000000005,cadence,83.0
record,timestamp,1092226382,position_lat,467628919,position_long,-916538897.0,distance,10334.44,enhanced_speed,3.359,enhanced_altitude,127.20000000000005,cadence,83.0
record,timestamp,1092226383,position_lat,467629296,position_long,-916538746.0,distance,10338.11,enhanced_speed,3.34,enhanced_altitude,126.39999999999998,cadence,83.0
record,timestamp,1092226389,position_lat,467631422,position_long,-916537794.0,distance,10358.16,enhanced_speed,3.312,enhanced_altitude,126.0,cadence,83.0
record,timestamp,1092226390,position_lat,467631776,position_long,-916537693.0,distance,10361.47,enhanced_speed,3.303,enhanced_altitude,125.60000000000002,cadence,83.0
record,timestamp,1092226393,position_lat,467632642,position_long,-916537812.0,distance,10366.84,enhanced_speed,3.256,enhanced_altitude,124.20000000000005,cadence,83.0
record,timestamp,1092226394,position_lat,467632890,position_long,-916537958.0,distance,10369.37,enhanced_speed,3.21,enhanced_altitude,124.0,cadence,83.0
record,timestamp,1092226396,position_lat,467633360,position_long,-916538394.0,distance,10375.75,enhanced_speed,3.191,enhanced_altitude,122.60000000000002,cadence,83.0
record,timestamp,1092226401,position_lat,467634594,position_long,-916539628.0,distance,10387.7,enhanced_speed,3.144,enhanced_altitude,122.79999999999995,cadence,83.0
record,timestamp,1092226404,position_lat,467635359,position_long,-916540416.0,distance,10396.82,enhanced_speed,3.172,enhanced_altitude,123.79999999999995,cadence,83.0
record,timestamp,1092226408,position_lat,467636630,position_long,-916540794.0,distance,10409.14,enhanced_speed,3.2,enhanced_altitude,124.60000000000002,cadence,83.0
record,timestamp,1092226415,position_lat,467639103,position_long,-916540483.0,distance,10432.28,enhanced_speed,3.256,enhanced_altitude,125.0,cadence,83.0
record,timestamp,1092226416,position_lat,467639466,position_long,-916540409.0,distance,10435.69,enhanced_speed,3.266,enhanced_altitude,125.39999999999998,cadence,83.0
record,timestamp,1092226419,position_lat,467640570,position_long,-916540124.0,distance,10446.18,enhanced_speed,3.312,enhanced_altitude,126.0,cadence,83.0
record,timestamp,1092226423,position_lat,467641840,position_long,-916539591.0,distance,10458.62,enhanced_speed,3.322,enhanced_altitude,127.0,cadence,84.0
record,timestamp,1092226424,position_lat,467642156,position_long,-916539402.0,distance,10461.87,enhanced_speed,3.312,enhanced_altitude,127.39999999999998,cadence,84.0
record,timestamp,1092226427,position_lat,467643073,position_long,-916538698.0,distance,10471.81,enhanced_speed,3.303,enhanced_altitude,127.39999999999998,cadence,83.0
lap,timestamp,1092226427,start_time,1092226170,start_position_lat,467570673.0,start_position_long,-916561743.0,end_position_lat,467643073,end_position_long,-916538698.0,total_distance,804.67
record,timestamp,1092226428,position_lat,467643345,position_long,-916538446.0,distance,10474.93,enhanced_speed,3.284,enhanced_altitude,128.0,cadence,84.0
record,timestamp,1092226430,position_lat,467643829,position_long,-916537916.0,distance,10480.81,enhanced_speed,3.275,enhanced_altitude,129.0,cadence,85.0
record,timestamp,1092226431,position_lat,467644083,position_long,-916537670.0,distance,10483.75,enhanced_speed,3.266,enhanced_altitude,129.39999999999998,cadence,85.0
record,timestamp,1092226433,position_lat,467644652,position_long,-916537306.0,distance,10489.67,enhanced_speed,3.247,enhanced_altitude,130.20000000000005,cadence,84.0
record,timestamp,1092226437,position_lat,467645915,position_long,-916537206.0,distance,10501.58,enhanced_speed,3.21,enhanced_altitude,130.79999999999995,cadence,85.0
record,timestamp,1092226442,distance,10517.58,enhanced_speed,3.219,enhanced_altitude,131.39999999999998,unknown,100,heart_rate,162.0,fractional_cadence,0.5
record,timestamp,1092226445,position_lat,467648439,position_long,-916537802.0,distance,10524.07,enhanced_speed,3.256,enhanced_altitude,131.60000000000002,cadence,86.0
record,timestamp,1092226451,position_lat,467650239,position_long,-916537616.0,distance,10540.97,enhanced_speed,3.098,enhanced_altitude,130.0,cadence,86.0
record,timestamp,1092226452,position_lat,467650578,position_long,-916537502.0,distance,10544.22,enhanced_speed,3.144,enhanced_altitude,129.20000000000005,cadence,86.0
record,timestamp,1092226453,position_lat,467650864,position_long,-916537408.0,distance,10546.97,enhanced_speed,3.172,enhanced_altitude,129.0,cadence,86.0
record,timestamp,1092226456,position_lat,467651752,position_long,-916537099.0,distance,10555.53,enhanced_speed,3.116,enhanced_altitude,127.60000000000002,cadence,84.0
record,timestamp,1092226458,position_lat,467652405,position_long,-916536809.0,distance,10561.96,enhanced_speed,3.135,enhanced_altitude,126.79999999999995,cadence,83.0
record,timestamp,1092226459,position_lat,467652702,position_long,-916536693.0,distance,10564.85,enhanced_speed,3.154,enhanced_altitude,126.20000000000005,cadence,83.0
record,timestamp,1092226461,position_lat,467653319,position_long,-916536474.0,distance,10570.8,enhanced_speed,3.154,enhanced_altitude,125.60000000000002,cadence,83.0
record,timestamp,1092226462,position_lat,467653649,position_long,-916536334.0,distance,10574.03,enhanced_speed,3.126,enhanced_altitude,125.20000000000005,cadence,83.0
record,timestamp,1092226463,distance,10574.03,enhanced_altitude,124.79999999999995,unknown,100.0,heart_rate,156,cadence,83.0,unknown,156.0
record,timestamp,1092226467,position_lat,467655218,position_long,-916535871.0,distance,10583.88,enhanced_speed,3.07,enhanced_altitude,124.39999999999998,cadence,84.0
record,timestamp,1092226468,position_lat,467655539,position_long,-916535816.0,distance,10586.87,enhanced_speed,3.07,enhanced_altitude,124.20000000000005,cadence,85.0
record,timestamp,1092226469,position_lat,467655937,position_long,-916535736.0,distance,10590.61,enhanced_speed,3.06,enhanced_altitude,123.20000000000005,cadence,85.0
record,timestamp,1092226470,position_lat,467656262,position_long,-916535662.0,distance,10593.69,enhanced_speed,3.051,enhanced_altitude,122.60000000000002,cadence,85.0
record,timestamp,1092226473,position_lat,467657072,position_long,-916535598.0,distance,10601.22,enhanced_speed,3.004,enhanced_altitude,122.60000000000002,cadence,86.0
record,timestamp,1092226477,position_lat,467658276,position_long,-916535564.0,distance,10612.44,enhanced_speed,2.948,enhanced_altitude,122.79999999999995,cadence,88.0
record,timestamp,1092226482,position_lat,467659722,position_long,-916535594.0,distance,10625.79,enhanced_speed,2.893,enhanced_altitude,124.60000000000002,cadence,89.0
record,timestamp,1092226484,position_lat,467660273,position_long,-916535554.0,distance,10630.9,enhanced_speed,2.883,enhanced_altitude,125.20000000000005,cadence,88.0
record,timestamp,1092226485,position_lat,467660556,position_long,-916535491.0,distance,10633.57,enhanced_speed,2.874,enhanced_altitude,125.39999999999998,cadence,87.0
record,timestamp,1092226487,position_lat,467661063,position_long,-916535394.0,distance,10638.31,enhanced_speed,2.855,enhanced_altitude,125.79999999999995,cadence,87.0
record,timestamp,1092226490,position_lat,467661859,position_long,-916535126.0,distance,10645.98,enhanced_speed,2.818,enhanced_altitude,126.20000000000005,cadence,86.0
record,timestamp,1092226492,position_lat,467662475,position_long,-916535138.0,distance,10651.72,enhanced_speed,2.818,enhanced_altitude,126.0,cadence,86.0
record,timestamp,1092226496,position_lat,467663629,position_long,-916534883.0,distance,10662.63,enhanced_speed,2.818,enhanced_altitude,126.20000000000005,cadence,84.0
record,timestamp,1092226498,position_lat,467664185,position_long,-916534645.0,distance,10668.09,enhanced_speed,2.799,enhanced_altitude,126.39999999999998,cadence,84.0
record,timestamp,1092226501,position_lat,467664877,position_long,-916534368.0,distance,10674.82,enhanced_speed,2.781,enhanced_altitude,126.60000000000002,cadence,83.0
record,timestamp,1092226502,position_lat,467665111,position_long,-916534325.0,distance,10676.99,enhanced_speed,2.771,enhanced_altitude,126.79999999999995,cadence,83.0
record,timestamp,1092226503,position_lat,467665402,position_long,-916534269.0,distance,10679.72,enhanced_speed,2.762,enhanced_altitude,126.79999999999995,cadence,83.0
record,timestamp,1092226505,position_lat,467665895,position_long,-916534119.0,distance,10684.43,enhanced_speed,2.743,enhanced_altitude,125.60000000000002,cadence,83.0
record,timestamp,1092226506,position_lat,467666122,position_long,-916534025.0,distance,10686.65,enhanced_speed,2.743,enhanced_altitude,125.39999999999998,cadence,83.0
record,timestamp,1092226511,position_lat,467667667,position_long,-916533442.0,distance,10701.64,enhanced_speed,2.762,enhanced_altitude,124.60000000000002,cadence,84.0
record,timestamp,1092226512,position_lat,467667933,position_long,-916533277.0,distance,10704.38,enhanced_speed,2.753,enhanced_altitude,124.60000000000002,cadence,84.0
record,timestamp,1092226513,position_lat,467668212,position_long,-916533133.0,distance,10707.19,enhanced_speed,2.743,enhanced_altitude,124.60000000000002,cadence,85.0
